features,threshold,pvalue,fvalue,root_mean_squared_error,mean_absolute_error,mean_squared_error,confidence,accuracy,precision,recall,f1_score,f-value,confusion matrix
['Net Profit GR'],0.010000,0.050000,6.230825,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,58.721393,"[[637   0]
 [195   0]]"
"['Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.100000,6.230825,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,24.892535,"[[637   0]
 [195   0]]"
"['Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.150000,6.230825,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,24.892535,"[[637   0]
 [195   0]]"
"['No. of Trades GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.200000,6.230825,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,20.416265,"[[637   0]
 [195   0]]"
"['No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.250000,6.230825,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,16.902308,"[[637   0]
 [195   0]]"
"['No. of Trades GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Alpha GR', 'Beta GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.653139,0.100000,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,19.473505,"[[637   0]
 [195   0]]"
"['No. of Trades GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.374304,0.500000,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,24.356971,"[[637   0]
 [195   0]]"
"['No. of Trades GR', 'Deliverable Quantity GR', '% Deli. Qty to Traded Qty GR', 'Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.292366,1.000000,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,14.821428,"[[637   0]
 [195   0]]"
"['Spread High-Low GR', 'Expenditure GR', 'Net Profit GR']",0.010000,0.065994,2.000000,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,24.892535,"[[637   0]
 [195   0]]"
['Net Profit GR'],0.010000,0.012612,5.000000,0.484123,0.234375,0.234375,0.765625,0.765625,0.000000,0.000000,0.000000,58.721393,"[[637   0]
 [195   0]]"
[],0.010000,,10.000000,,,,,,,,,,
[],0.010000,,100.000000,,,,,,,,,,
[],0.020000,0.050000,,,,,,,,,,,
"['No. of Trades GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.100000,3.842688,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,10.935515,"[[738   0]
 [ 94   0]]"
"['Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.150000,3.842688,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,7.003183,"[[738   0]
 [ 94   0]]"
"['Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.200000,3.842688,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,5.855404,"[[738   0]
 [ 94   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.250000,3.842688,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,5.257691,"[[738   0]
 [ 94   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.675635,0.100000,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,4.539327,"[[738   0]
 [ 94   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR', 'Net Profit GR']",0.020000,0.468149,0.500000,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,5.037825,"[[738   0]
 [ 94   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Spread High-Low GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.210504,1.000000,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,5.257691,"[[738   0]
 [ 94   0]]"
"['Close Price GR', 'No. of Trades GR', 'Spread High-Low GR', 'Dividend Value GR', 'Expenditure GR']",0.020000,0.141499,2.000000,0.336126,0.112981,0.112981,0.887019,0.887019,0.000000,0.000000,0.000000,7.003183,"[[738   0]
 [ 94   0]]"
[],0.020000,,5.000000,,,,,,,,,,
[],0.020000,,10.000000,,,,,,,,,,
[],0.020000,,100.000000,,,,,,,,,,
"['Low Price GR', 'No. of Trades GR']",0.030000,0.050000,14.257174,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,14.662391,"[[788   0]
 [ 44   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No. of Trades GR', 'Revenue GR']",0.030000,0.100000,14.257174,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,7.521925,"[[788   0]
 [ 44   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR']",0.030000,0.150000,14.257174,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,5.112451,"[[788   0]
 [ 44   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.200000,14.257174,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,4.542089,"[[788   0]
 [ 44   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.250000,14.257174,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,4.486378,"[[788   0]
 [ 44   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.373345,0.100000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,3.433313,"[[788   0]
 [ 44   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.373345,0.500000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,3.433313,"[[788   0]
 [ 44   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR']",0.030000,0.309616,1.000000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,3.684697,"[[788   0]
 [ 44   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Revenue GR', 'Dividend Value GR', 'Expenditure GR']",0.030000,0.149731,2.000000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,5.112451,"[[788   0]
 [ 44   0]]"
['No. of Trades GR'],0.030000,0.000163,5.000000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,25.897553,"[[788   0]
 [ 44   0]]"
['No. of Trades GR'],0.030000,0.000163,10.000000,0.229967,0.052885,0.052885,0.947115,0.947115,0.000000,0.000000,0.000000,25.897553,"[[788   0]
 [ 44   0]]"
[],0.030000,,100.000000,,,,,,,,,,
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR']",0.040000,0.050000,31.460582,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,16.674037,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.040000,0.100000,31.460582,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,11.482392,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.040000,0.150000,31.460582,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,11.482392,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.040000,0.200000,31.460582,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,11.482392,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Income GR']",0.040000,0.250000,31.460582,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,8.304701,"[[812   0]
 [ 20   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Deliverable Quantity GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.040000,0.681980,0.100000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,5.643995,"[[812   0]
 [ 20   0]]"
"['Open Price GR', 'High Price GR', 'Low Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Net Profit GR']",0.040000,0.457893,0.500000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,6.033146,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Income GR', 'Net Profit GR']",0.040000,0.312780,1.000000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,6.695231,"[[812   0]
 [ 20   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.040000,0.092799,2.000000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,11.482392,"[[812   0]
 [ 20   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR']",0.040000,0.001763,5.000000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,16.674037,"[[812   0]
 [ 20   0]]"
"['No.of Shares GR', 'No. of Trades GR']",0.040000,0.000579,10.000000,0.155043,0.024038,0.024038,0.975962,0.975962,0.000000,0.000000,0.000000,23.624118,"[[812   0]
 [ 20   0]]"
[],0.040000,,100.000000,,,,,,,,,,
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.050000,0.050000,59.134055,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,21.524242,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR']",0.050000,0.100000,59.134055,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,15.657197,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR']",0.050000,0.150000,59.134055,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,15.657197,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR']",0.050000,0.200000,59.134055,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,13.528928,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR']",0.050000,0.250000,59.134055,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,12.356027,"[[819   0]
 [ 13   0]]"
"['High Price GR', 'Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Alpha GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.688304,0.100000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,7.473425,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'Close Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread High-Low GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Income GR', 'Expenditure GR', 'Net Profit GR']",0.050000,0.420217,0.500000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,7.947645,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'WAP GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR', 'Net Profit GR']",0.050000,0.315937,1.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,10.989444,"[[819   0]
 [ 13   0]]"
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR', 'Dividend Value GR']",0.050000,0.153413,2.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,13.528928,"[[819   0]
 [ 13   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Revenue GR']",0.050000,0.021722,5.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,21.524242,"[[819   0]
 [ 13   0]]"
"['No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR']",0.050000,0.000002,10.000000,0.125000,0.015625,0.015625,0.984375,0.984375,0.000000,0.000000,0.000000,28.645743,"[[819   0]
 [ 13   0]]"
[],0.050000,,100.000000,,,,,,,,,,
"['Low Price GR', 'No.of Shares GR', 'No. of Trades GR', 'Total Turnover (Rs.) GR', 'Spread Close-Open GR', 'Revenue GR']",0.060000,0.050000,90.493391,0.109632,0.012019,0.012019,0.987981,0.987981,0.000000,0.000000,0.000000,23.374034,"[[822   0]
 [ 10   0]]"
